CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,AGEAD
2,0,0,A,0,,10,29
3,0,1,M,2,,10,36
2,0,0,A,0,,10,51
2,3072,2,G,2,,10,31
2,0,0,A,0,,10,28
4,0,0,C,2,,10,25
2,0,1,U,2,,10,27
2,0,0,M,2,,10,35
3,0,2,M,2,,10,28
2,0,0,C,2,,10,28
2,0,0,A,0,,10,43
3,0,0,A,0,,10,49
2,2200,1,M,2,,10,33
2,0,1,M,2,,10,30
3,0,0,A,0,,10,48
2,0,0,A,0,,10,52
2,1829,1,M,2,,10,33
3,0,0,A,0,,10,23
3,0,0,A,0,,10,28
3,0,0,M,2,,10,29
2,0,0,A,0,DV,21,40
4,0,0,C,0,,10,63
2,0,0,A,0,,10,53
3,2010,2,E,2,,10,26
3,0,0,A,0,DC,21,32
3,0,0,M,2,,10,51
3,4198,0,V,0,,10,32
3,0,0,D,2,,10,34
3,0,0,A,0,,10,35
2,0,0,A,0,,10,50
2,0,0,M,2,,10,41
2,0,0,A,0,,25,38
3,0,0,A,0,,10,41
2,0,0,A,2,RA,10,27
2,0,0,A,0,,10,54
3,0,0,A,0,,10,33
3,0,0,A,0,,10,35
4,0,0,C,0,,10,34
4,1434,0,C,2,,10,26
3,1321,0,U,2,,10,24
4,1792,0,P,2,,10,26
4,0,0,C,2,,10,33
3,0,0,A,0,,10,60
3,3005,0,V,2,,10,54
2,0,0,A,0,,25,48
2,0,0,C,2,,21,16
2,5239,0,M,0,,25,56
2,0,0,A,0,,21,45
3,0,0,A,0,,21,64
2,2846,3,V,2,,10,43
2,3088,0,A,0,,21,29
4,0,0,U,0,,10,41
4,0,0,U,2,,10,33
3,0,0,A,0,,25,56
2,0,0,A,0,,25,47
3,0,0,A,0,,25,38
3,0,0,M,2,,10,52
3,1007,1,M,2,,10,30
3,0,0,A,0,,21,42
4,351,1,P,0,,10,25
2,0,2,M,2,,10,27
2,2541,0,C,2,,10,23
4,0,0,C,2,,21,9
4,2265,1,C,2,,10,29
3,0,0,A,0,,23,43
2,1853,0,C,2,,10,27
2,1735,0,G,2,,10,24
3,0,0,A,0,,21,43
2,0,0,A,0,,21,46
2,2405,0,A,0,,25,63
2,0,0,C,2,,10,37
3,0,0,M,2,,10,53
4,0,0,C,2,,10,26
4,2100,1,C,2,,10,31
2,0,0,C,2,,10,49
2,0,0,A,0,,21,32
3,1470,0,M,2,,10,25
2,0,0,C,2,,10,36
2,0,0,A,0,,21,43
2,0,0,A,0,,21,35
3,0,0,A,0,,21,42
4,0,0,C,2,,21,15
3,0,0,M,0,,10,48
2,2260,3,G,2,,10,34
3,0,0,A,0,,21,58
2,0,0,A,0,,10,47
3,0,0,M,2,,10,38
4,0,0,C,2,,10,24
4,0,0,C,2,,10,23
3,0,0,D,2,,10,59
2,2653,1,M,2,,10,29
2,1000,1,U,2,,10,28
2,0,0,M,2,,10,46
2,2386,2,A,0,,21,34
3,0,0,A,0,,21,47
2,0,1,M,2,,10,49
2,0,0,A,2,,10,37
2,0,0,A,0,,21,26
4,0,0,C,0,,10,24
2,3600,2,M,2,,10,26
2,0,0,A,0,,25,24
2,0,0,A,0,,21,49
2,2369,1,M,0,,10,32
4,1700,0,P,2,,10,26
2,0,2,M,2,,10,39
3,0,0,C,2,,10,24
2,1928,3,M,2,,10,33
4,0,2,C,0,,21,29
2,0,4,A,0,,21,34
3,2300,0,M,2,,10,51
2,0,0,A,0,,21,4
2,0,0,U,2,,10,42
2,1600,1,M,2,,10,34
2,0,0,A,0,,21,45
2,0,0,A,0,,21,66
4,0,0,C,2,,10,28
4,3390,0,C,2,,10,24
2,0,0,C,2,,21,19
2,0,0,A,0,,25,60
3,1320,0,U,2,,10,25
4,0,1,C,2,,10,30
3,0,3,D,2,,10,42
2,0,0,A,0,,10,27
2,4480,2,B,2,,10,60
3,1128,1,G,2,,10,33
3,2212,1,M,2,,10,31
2,0,0,D,0,,10,40
2,0,1,C,0,,10,45
2,0,0,A,2,,10,42
2,1883,0,A,0,,25,51
2,1275,0,C,2,,10,31
4,0,0,C,2,,21,0
4,1753,0,P,2,,10,29
4,0,1,C,2,,10,44
4,0,0,C,0,,21,28
3,0,0,A,0,,25,54
3,2039,3,B,2,,10,30
3,1920,2,G,2,,10,25
2,2189,0,M,2,DC,10,50
3,2377,2,D,2,,10,33
2,4776,3,M,2,,10,36
2,0,0,M,2,,10,35
3,0,0,A,0,,25,54
3,0,0,D,2,,10,47
3,1250,2,M,0,,21,31
3,0,0,M,2,,10,41
3,0,0,M,2,,10,45
3,0,0,M,2,,10,57
3,0,1,M,2,,10,55
3,0,0,A,0,,21,50
2,0,0,M,2,,10,29
2,0,0,C,2,,21,17
3,2194,1,M,2,,10,30
2,1482,0,F,2,,10,35
4,795,0,C,2,,10,54
3,1985,2,M,2,,10,31
2,0,0,A,2,,10,60
2,1272,0,C,2,,10,23
4,2113,0,C,2,,10,26
4,1450,0,C,2,,10,26
3,0,0,D,2,,10,60
4,1744,0,C,2,,10,20
4,1500,0,C,2,,10,23
4,1300,0,P,2,,10,25
2,2865,2,C,2,,10,29
2,0,0,A,0,,25,51
4,1465,0,U,2,,10,25
4,1538,0,P,2,,10,22
4,1418,0,C,2,,10,26
2,2422,2,G,2,,10,29
4,0,0,M,2,,10,27
4,0,0,C,2,,10,37
2,1789,2,U,0,,21,28
2,2200,0,P,2,,10,25
2,1893,3,U,2,,10,51
3,0,0,M,2,,10,30
2,1453,0,U,2,,10,26
2,0,5,M,0,,10,38
2,0,0,U,2,,10,26
2,3302,0,M,2,,10,63
3,0,2,M,2,,10,42
2,0,0,M,2,,10,37
3,0,0,A,2,,10,28
4,1154,0,C,0,,21,32
3,0,0,A,0,,21,64
2,0,0,A,0,,25,36
3,0,0,A,0,,21,51
2,1450,0,C,2,,10,24
2,0,0,C,2,,10,25
3,0,0,A,0,,25,63
2,0,0,A,0,,25,44
2,1400,0,C,2,,10,29
4,0,0,C,0,,10,26
3,0,0,A,0,,10,46
4,0,0,C,2,,10,23
4,0,0,C,2,,10,27
4,0,0,C,2,,21,0
3,0,0,A,0,,10,39
2,1522,0,U,2,,10,25
3,1600,0,M,0,,21,57
4,1700,0,C,2,,10,27
4,0,0,C,2,,10,37
2,0,0,M,2,,10,72
4,0,0,C,2,,21,2
2,2400,1,E,2,,10,48
3,0,0,A,0,,25,50
3,0,0,A,0,,23,47
2,0,0,A,0,,21,57
3,0,0,A,0,,23,41
3,0,2,M,2,,10,45
3,1271,1,M,0,,21,30
2,0,0,C,2,,10,38
4,0,0,C,2,,10,23
2,1493,0,C,2,,10,26
2,0,0,C,2,,10,39
3,0,0,M,2,,10,41
4,0,4,M,0,DV,21,22
3,0,0,A,0,,21,37
4,0,0,C,0,,25,50
4,1780,0,C,0,DV,21,23
2,1700,0,U,2,,10,24
3,0,0,A,0,,21,57
4,2632,2,C,2,,10,35
2,2642,1,M,0,,21,26
4,0,0,C,2,,21,13
2,0,0,A,0,,10,82
3,0,3,M,2,,10,41
4,0,0,C,0,,21,24
3,0,0,M,2,,10,31
2,2266,0,G,2,,10,54
2,1017,0,A,0,,21,34
2,2527,3,M,0,,10,41
2,2856,1,M,0,,25,48
2,0,0,A,0,,25,65
4,0,0,C,2,,21,10
4,0,0,C,0,,25,36
4,1647,1,U,2,,10,26
2,1025,0,G,2,,10,52
3,0,1,E,2,,10,48
3,0,0,A,0,,21,67
3,0,0,A,0,,25,50
2,0,0,C,2,,10,29
2,0,0,M,2,,10,27
3,0,0,M,2,,10,44
2,0,0,C,2,,21,5
2,2308,0,U,2,,10,40
4,1600,0,C,2,,10,25
2,0,2,M,2,,10,36
3,0,2,S,2,,10,53
2,0,0,M,2,,10,43
2,0,1,U,0,,10,29
2,1936,1,M,2,,10,54
4,0,0,C,2,,21,8
2,0,0,A,0,,21,53
2,0,0,A,0,,25,64
4,0,1,C,2,,10,29
3,0,1,M,2,,10,26
3,0,0,M,0,DV,21,29
2,1726,0,P,2,,10,31
4,1300,0,C,2,,10,53
2,0,2,M,2,,10,47
4,0,0,C,2,,21,4
3,1578,1,M,2,,10,31
2,0,2,M,2,,10,40
3,0,0,A,0,,21,59
2,1395,2,M,0,,21,39
2,0,0,A,0,,10,21
2,1911,0,C,2,,10,23
2,2000,0,P,2,,10,22
2,1455,2,M,2,,10,40
4,1250,0,C,2,,10,24
3,0,1,C,2,,10,38
3,0,2,M,0,,10,43
2,0,0,C,2,,10,39
2,0,0,M,2,,10,26
2,0,0,A,0,,25,55
4,1256,0,C,2,,10,24
3,1573,1,G,2,,10,23
4,670,1,U,2,,10,25
4,0,0,C,2,,21,3
2,0,0,U,2,,10,24
2,0,0,A,0,,10,30
3,1447,0,M,2,,10,25
3,2646,4,M,2,,10,38
2,1100,0,C,2,,10,21
2,0,0,M,0,,10,26
2,1457,0,C,2,,10,30
2,0,0,D,2,,10,39
2,0,0,A,0,,10,32
2,0,0,U,2,,10,39
3,0,0,M,2,,10,30
3,1536,0,M,2,,10,23
4,0,0,C,2,,10,37
3,2187,0,M,2,,10,37
2,0,0,A,0,,21,48
2,0,0,A,0,,21,32
2,0,0,C,0,DV,21,30
3,0,1,M,2,,10,27
2,0,2,M,2,,10,33
2,1150,2,U,2,,21,38
2,0,0,C,2,,10,31
2,1100,0,A,2,,10,50
4,1113,0,C,2,,10,39
2,0,0,M,2,,10,28
4,0,0,C,2,,10,22
2,0,0,M,2,,10,29
4,0,0,C,0,,10,22
2,0,1,C,2,,10,31
4,1676,0,U,0,,21,41
3,0,0,A,0,,25,36
3,0,0,A,0,,21,52
2,0,0,A,0,,25,50
3,0,0,M,2,,10,63
4,1185,1,C,2,,10,37
4,0,0,C,2,,10,32
4,0,0,C,0,,10,25
3,2558,0,M,2,,10,50
2,0,3,M,2,,10,43
3,0,0,M,2,,10,74
2,1945,1,M,0,,23,39
2,3263,0,M,0,,25,60
2,0,0,A,0,,23,66
2,0,0,A,0,,21,43
4,1290,0,U,2,,10,24
2,0,0,C,0,,10,27
3,0,2,C,2,,10,48
2,0,0,M,2,,21,33
3,1450,1,G,0,,21,32
2,2264,2,B,2,,10,41
3,1470,0,U,2,,10,22
4,0,0,C,2,,10,25
2,0,0,A,2,,10,54
2,0,0,C,2,,10,31
2,0,0,C,2,,10,27
4,1417,0,C,2,,10,24
3,1608,0,M,2,,10,28
3,0,2,M,2,,10,32
2,0,0,C,2,,10,26
4,1753,1,C,2,,10,32
3,0,0,A,0,,21,37
3,0,0,C,2,,10,25
2,2012,0,C,2,,21,45
4,1585,0,U,2,,10,22
4,0,0,C,2,,10,29
3,0,0,M,2,,10,43
2,0,0,C,2,,21,16
2,0,0,M,2,,10,64
2,800,1,M,2,,10,29
3,0,0,A,0,,21,60
2,1808,2,A,0,,21,34
4,1650,0,C,2,,10,24
3,3426,2,M,0,,21,48
2,2086,0,A,0,,21,60
2,0,0,C,2,,21,17
4,0,0,C,2,,10,33
2,0,0,A,0,,23,30
2,3406,0,U,2,,10,46
4,0,0,C,2,,21,0
2,0,0,U,2,,10,57
2,1948,2,M,2,,10,24
4,0,0,C,2,,10,25
3,0,0,A,2,DA,21,54
3,1555,1,M,2,,10,34
2,0,0,C,0,,21,16
4,0,0,C,2,,21,2
3,0,0,M,2,,10,56
2,0,0,C,2,,21,2
3,0,0,A,0,,21,51
2,0,1,C,2,,10,19
4,1340,0,C,2,,10,30
4,735,0,C,2,,10,23
4,0,0,C,2,,21,12
4,0,2,C,2,,10,42
3,0,0,C,2,,10,23
4,0,0,C,2,,10,38
2,0,0,D,2,,10,34
3,2734,2,M,2,,10,38
2,1750,0,C,2,,10,24
3,0,0,A,0,,21,49
3,3999,0,M,0,,21,52
2,0,0,A,0,,21,39
4,1650,1,U,2,,10,27
4,0,0,C,0,,24,33
3,0,0,A,0,,25,64
3,0,0,A,0,,21,56
4,1500,0,C,2,,10,21
4,1678,0,C,2,,10,45
3,2221,1,E,2,,10,27
4,2031,1,C,2,,10,57
3,4000,0,C,2,,10,49
3,0,0,M,2,,10,68
3,1578,0,M,0,,21,69
3,0,0,C,2,,10,23
2,0,0,C,2,,10,43
2,0,0,M,2,,10,54
3,0,0,A,2,,10,46
2,0,0,C,2,,21,4
4,0,0,C,2,,10,30
2,0,0,U,2,,10,47
3,0,0,A,0,,21,43
3,0,0,A,0,,21,55
2,1543,2,U,2,,10,41
4,2165,0,U,2,,10,28
3,0,2,U,2,,10,36
3,0,0,M,2,,10,56
2,1650,1,B,2,,10,29
3,1700,2,D,2,,10,45
3,2428,2,M,2,,10,34
3,1330,2,M,2,,10,30
2,0,0,A,0,,21,46
2,0,2,M,0,,21,44
2,1700,0,A,0,,23,33
2,0,0,A,0,,21,48
2,0,0,C,2,,10,30
3,0,0,C,2,,10,30
2,0,0,C,2,,21,3
2,0,0,M,2,,10,48
3,345,0,M,0,,21,56
2,0,0,A,0,,21,34
3,0,0,A,0,,25,34
2,0,0,M,0,,10,48
4,0,0,U,2,,10,36
3,2385,0,A,0,,21,57
3,1306,0,M,2,,10,23
3,1100,3,U,2,,10,27
2,0,0,A,0,,21,47
3,0,0,M,2,,10,64
3,0,0,M,2,,10,27
3,0,0,A,0,,23,35
2,0,0,A,0,,10,30
2,1560,0,P,2,,10,26
3,2000,2,B,2,,10,37
4,1894,1,U,2,,10,29
2,0,0,A,0,,21,41
4,0,0,C,0,,23,30
3,0,0,M,2,,10,37
4,1520,0,P,2,,10,22
3,0,0,A,0,,23,30
4,0,0,C,0,,23,36
2,2180,2,F,2,,10,40
2,1041,1,U,2,,10,27
2,2231,1,M,0,,21,26
2,0,1,M,2,,10,49
3,0,0,U,2,,10,37
2,2307,2,A,0,,21,35
4,0,0,A,0,DV,21,22
2,0,0,A,0,,21,58
3,0,0,M,0,,10,29
3,1600,1,E,2,,10,25
2,0,0,U,2,,10,38
2,0,0,C,2,,10,25
2,1831,0,U,2,,10,29
2,0,0,C,2,,21,1
2,0,0,A,0,,21,65
4,0,0,C,2,,10,37
2,0,0,C,2,,10,32
2,0,0,A,0,,23,46
3,0,0,M,2,,10,26
2,0,0,D,2,,10,55
3,0,1,M,2,,10,40
2,0,0,A,0,,25,55
3,0,0,A,0,,21,53
2,0,0,M,2,,10,56
2,0,0,C,2,,10,29
2,0,0,A,0,,23,46
4,1592,0,D,2,,10,23
2,0,0,C,2,,10,23
3,1543,2,M,0,,21,31
3,2275,2,M,0,,21,44
2,0,2,U,2,,10,38
3,0,0,M,2,,10,53
4,1450,0,U,2,,10,25
4,0,0,C,0,,10,25
4,1601,2,D,2,,10,34
3,1890,3,M,2,,10,31
2,0,0,A,0,,25,61
4,0,0,C,0,,25,50
2,1495,0,C,2,,10,25
4,2547,1,C,2,,10,32
4,1780,0,U,2,,10,25
2,0,0,A,0,,21,57
2,0,0,C,2,,10,31
4,835,0,C,2,,10,62
3,0,0,A,0,,25,28
2,1650,2,G,2,,10,29
3,1488,3,B,2,,10,39
3,1536,0,A,0,,21,28
4,0,0,C,2,,21,4
2,1712,4,F,0,,21,70
2,0,0,A,0,,21,51
2,3050,2,A,0,,21,52
2,0,0,M,2,,10,65
4,0,0,C,2,,21,1
2,0,0,M,2,,10,37
3,2700,2,G,0,,21,48
2,3224,2,E,2,,10,59
3,1946,2,E,2,,10,31
4,0,0,C,2,,10,23
4,0,0,C,2,,10,25
2,2000,1,M,0,,21,57
3,0,0,A,0,,21,55
2,0,2,M,0,,10,26
2,0,0,C,2,,21,3
3,0,0,M,2,,10,64
3,0,0,D,0,,10,60
4,1480,0,U,2,,10,23
4,1733,0,C,2,,10,34
2,1250,3,U,0,,10,33
2,0,1,M,2,,10,38
4,0,0,C,2,,10,45
2,2360,0,B,2,,10,29
2,0,0,A,0,,25,38
4,1330,0,U,2,,10,29
2,1417,0,M,2,,10,30
2,0,0,A,0,,21,53
2,0,0,A,0,,21,54
4,0,0,U,2,,10,24
2,0,0,U,2,,10,28
4,1280,0,U,2,,10,23
4,939,0,C,2,,10,29
2,0,0,U,2,,10,24
3,0,2,D,2,,10,51
2,3000,3,A,0,,21,47
3,0,0,A,0,,21,49
4,0,0,C,2,,10,27
4,0,0,C,2,,10,29
2,2475,1,B,2,,10,48
3,0,3,A,0,,21,37
2,1200,0,U,2,,10,60
2,1100,0,U,2,,10,27
2,0,0,C,2,,10,36
2,0,2,M,2,,10,53
3,1690,0,M,2,,10,33
2,0,0,M,2,,10,28
3,0,0,A,0,,25,63
3,0,0,A,0,,21,41
2,1500,1,M,2,,10,26
2,0,4,M,2,,10,31
3,2300,2,M,0,,21,45
4,0,0,C,2,,21,4
4,0,0,C,2,,10,29
4,0,0,C,2,,10,29
3,0,0,M,2,,10,30
3,0,0,A,0,,25,37
2,0,0,C,2,,21,5
4,1820,0,U,2,,10,36
3,0,0,C,2,,10,30
4,0,0,C,2,,10,38
2,0,0,D,2,,10,36
2,0,0,C,2,,10,29
4,0,0,C,0,,10,33
2,0,0,M,2,,10,28
3,0,0,M,2,,10,35
2,0,0,A,0,,23,52
2,0,0,M,2,,10,55
3,0,0,M,2,,10,49
3,1062,0,M,2,,10,40
3,3965,2,M,0,,21,42
2,0,0,A,0,,23,32
3,0,1,M,2,,10,36
4,1300,0,C,2,,10,29
3,2837,2,B,2,,10,55
2,0,0,A,0,,21,37
4,0,0,C,0,,10,24
2,0,0,A,0,,25,40
3,0,0,M,2,,10,32
2,4289,0,M,2,,10,49
2,3400,4,M,2,,10,37
3,1743,1,M,0,,21,54
3,650,2,E,2,,10,32
4,0,0,C,2,,10,30
4,0,0,C,2,,10,31
3,0,0,A,0,,25,35
2,0,1,U,2,,10,34
2,1421,0,M,2,,10,24
2,1246,0,C,2,,10,22
2,0,0,C,2,,10,33
2,1500,2,U,2,,10,38
2,1480,2,M,2,,10,29
4,0,0,C,2,,10,23
4,0,0,C,2,,10,30
2,0,0,A,0,,23,31
2,0,0,A,2,,10,47
3,0,1,M,2,,10,25
2,0,0,C,0,,10,45
4,0,0,C,0,,10,27
2,0,0,U,2,,10,31
4,2629,1,U,2,,10,25
2,0,0,A,0,,21,43
2,0,0,A,0,,23,38
4,0,0,C,0,,21,32
2,0,0,A,0,,23,40
2,1700,2,M,2,,10,49
4,1610,1,P,2,,10,25
2,2116,1,M,2,,10,55
4,0,0,C,2,,21,11
4,0,0,C,2,,21,12
2,0,1,C,2,,10,38
3,2440,3,M,2,,10,44
2,1225,0,A,0,,10,26
2,0,0,A,0,,23,44
2,2491,1,M,2,,10,30
3,1662,3,M,2,,10,57
3,0,0,A,0,,25,50
2,0,0,D,2,,10,55
4,0,0,U,2,,10,39
4,0,0,C,0,,25,38
2,0,0,A,0,,21,52
3,0,0,A,0,,21,46
2,0,0,A,0,,21,39
2,0,1,M,2,,10,47
2,2846,0,M,0,,23,57
2,0,0,A,0,,23,54
2,0,0,A,0,DV,21,33
3,0,0,S,2,,10,35
4,0,0,C,2,,21,14
2,0,0,A,0,,23,32
4,0,0,C,0,,21,4
2,0,0,C,0,,21,3
2,0,0,A,0,,21,57
4,0,0,C,2,,10,33
2,0,0,A,0,,25,48
2,0,0,C,2,,10,29
3,1429,0,M,2,,10,64
2,0,0,A,0,DV,21,42
2,0,0,M,2,,10,39
2,1160,0,C,2,,10,37
2,0,0,M,2,,10,39
3,2267,3,M,2,,10,31
4,0,0,C,0,,10,37
2,1800,1,A,0,,21,49
2,0,0,A,0,,23,52
3,2383,0,D,2,,10,62
2,0,0,M,2,,10,47
3,0,3,V,2,,10,43
2,0,0,M,2,,10,52
2,0,0,A,0,,21,31
3,0,2,M,0,,21,54
2,0,0,A,0,,25,36
3,2738,2,D,2,,10,47
4,0,0,U,2,,10,34
2,0,0,D,2,,10,46
4,1674,0,C,2,,10,47
2,0,0,A,0,,23,31
4,0,1,C,0,,10,33
4,1521,0,C,2,,10,29
3,1600,2,M,2,,10,46
3,0,0,A,0,,21,56
2,0,0,M,0,,10,75
4,0,0,C,0,,21,25
4,1400,0,P,2,,10,25
4,0,0,C,0,,21,0
3,1402,0,M,0,,21,63
2,0,0,C,2,,21,4
2,0,0,A,0,,23,56
3,1755,2,G,2,,10,31
3,2377,1,B,2,,10,50
2,0,4,M,2,,10,40
2,0,0,A,0,,21,61
2,0,0,A,0,,25,32
4,1670,0,C,2,,10,31
2,3200,0,A,0,DA,21,47
2,1450,0,M,2,,10,25
3,0,0,M,2,,10,67
3,1500,0,P,2,,10,26
3,2136,2,D,2,,10,34
4,0,1,C,2,,10,32
4,1900,0,C,0,,21,32
2,0,0,U,2,,10,36
2,0,0,A,0,RA,21,4
2,1310,0,C,2,,10,26
3,1680,2,E,2,,10,29
2,2549,1,M,2,,10,66
3,1200,0,M,0,,21,58
3,0,0,A,0,DV,21,43
3,2774,0,U,0,,21,62
2,5052,1,A,0,,21,32
2,0,0,A,0,,21,47
3,0,0,M,2,,10,41
2,0,0,C,2,,21,9
3,0,0,A,0,,10,55
2,2673,0,M,0,DV,21,37
2,0,0,C,2,,10,27
2,0,0,D,2,,10,49
3,4122,3,D,0,,25,39
3,0,0,V,2,,10,48
4,2000,0,C,2,,10,24
2,0,0,U,2,,10,34
4,0,0,C,0,,10,29
4,0,0,C,0,,10,30
2,2500,2,M,2,,10,48
3,1640,0,M,0,,21,59
3,0,0,M,2,,10,39
4,0,0,C,2,,10,28
2,3386,1,A,0,,21,39
3,0,0,A,0,,25,66
2,0,0,C,2,,10,27
2,0,1,M,2,,10,60
3,0,0,A,0,,21,52
2,0,0,M,2,,10,39
4,2726,0,U,0,,10,42
2,3170,0,U,0,,10,39
2,0,0,A,0,,21,53
3,0,4,M,0,,10,48
2,1787,1,M,2,,10,55
2,0,0,U,2,,10,26
4,2100,1,U,2,,10,24
2,0,0,C,2,,10,25
3,0,0,C,2,,10,39
3,1292,0,M,2,,10,45
2,0,0,M,2,,10,30
2,1350,0,G,2,,10,35
3,2137,3,M,0,,25,38
2,0,0,A,0,,21,44
4,0,0,U,2,,10,32
4,0,0,C,2,,21,13
3,0,0,M,2,,10,36
2,2000,0,U,2,,10,44
2,0,3,A,0,,21,34
3,0,0,A,0,,25,39
3,0,1,D,2,,10,53
4,0,0,C,0,,10,29
3,0,0,M,2,,10,47
3,1668,0,M,2,,10,26
3,0,0,A,0,,23,61
3,0,0,A,0,,21,41
3,0,0,A,0,,25,46
4,0,0,C,2,,21,17
3,0,0,A,0,,25,58
3,0,0,A,0,,25,53
2,3870,1,G,2,,10,48
2,0,3,M,2,,10,46
2,2095,2,A,0,,21,38
4,2572,0,C,0,,10,39
2,2600,0,A,0,,21,24
3,1200,3,M,0,,21,39
2,0,0,A,0,,21,64
3,0,0,M,2,,10,44
3,0,0,A,0,,23,34
2,0,0,M,0,,23,35
2,1550,0,M,0,,21,56
2,0,0,A,0,,21,67
3,0,0,A,0,,25,61
3,0,0,A,0,,25,51
3,0,0,A,0,,25,35
4,0,0,C,0,,23,33
2,0,0,M,2,,10,44
3,2525,1,M,2,,10,26
3,0,0,A,0,,23,56
2,0,0,M,2,,10,48
2,2707,0,U,2,,10,28
2,0,0,M,2,,10,44
2,0,0,A,0,,21,48
2,0,0,A,0,,21,45
2,0,0,A,0,,21,42
4,0,0,C,2,,10,26
2,0,0,U,2,,10,30
3,0,0,M,2,,10,30
2,0,0,M,2,,10,70
2,0,0,C,0,,10,31
3,0,1,M,2,,10,22
2,3800,1,M,2,,10,55
3,0,0,A,0,,21,37
3,0,0,M,2,,10,30
2,0,0,A,2,,21,16
3,0,2,M,2,,10,47
2,2138,0,M,0,,21,76
2,6480,0,M,0,,25,55
2,0,0,A,0,,25,55
2,1832,0,M,2,,10,57
2,0,0,A,0,,23,55
3,0,0,C,2,,10,34
4,2160,0,C,2,,10,32
4,0,0,C,2,,21,0
3,1063,0,B,0,,21,25
3,0,0,A,0,,23,39
2,0,1,M,0,,10,34
2,0,0,A,0,,21,44
2,0,0,A,0,,25,42
3,0,0,A,0,,10,44
2,0,0,A,0,,23,44
3,1240,2,G,2,,10,34
3,1437,0,U,2,,10,23
2,1662,0,U,2,,10,25
3,0,0,M,2,,10,57
2,0,0,M,2,,10,48
3,1497,1,M,2,,10,32
2,0,0,A,0,,21,49
2,0,2,M,2,,10,29
2,0,0,A,0,,23,57
3,0,0,M,2,,10,42
2,0,0,A,0,DV,21,27
2,0,0,U,2,,10,26
2,0,0,M,2,,10,36
2,0,0,C,2,,10,23
3,0,0,A,0,,25,53
4,0,0,C,0,,21,35
2,0,0,A,0,,25,35
4,0,0,C,2,,21,13
4,0,0,C,2,,21,12
4,0,0,C,2,,21,11
3,2264,0,F,2,,10,34
3,0,1,A,2,,10,33
2,1002,1,A,0,,21,56
2,0,0,A,0,,10,33
3,0,1,V,2,,10,53
2,1300,1,M,0,,21,57
3,0,0,A,0,,21,49
2,0,0,M,2,,10,28
2,0,0,A,0,,23,39
2,0,0,C,2,,10,35
3,1310,1,U,2,,10,30
3,1948,2,B,2,,10,38
2,2445,0,U,2,,10,43
3,0,0,A,0,,21,32
4,0,0,C,2,,21,3
2,0,0,A,0,,21,52
4,0,0,C,2,,21,18
2,0,0,A,0,,21,37
3,1280,2,M,0,,10,26
2,0,0,C,0,DC,21,34
2,2966,0,U,2,,10,33
3,0,0,M,0,,10,47
2,0,0,A,0,,23,48
3,0,0,D,2,,10,57
2,4750,2,M,2,,10,29
3,2200,3,M,2,,10,30
3,2798,2,B,2,,10,37
3,0,0,A,2,,10,33
4,1450,0,C,2,,10,25
2,0,0,A,0,,21,42
2,1840,1,U,2,,10,25
4,1700,0,U,2,,10,24
3,0,0,M,2,,10,27
2,0,0,C,2,,10,35
2,0,2,M,2,,10,47
2,0,0,M,2,,10,33
3,0,0,A,0,RA,21,35
2,1120,1,M,0,,21,33
2,0,0,C,2,,21,5
2,1673,1,G,2,,10,28
2,0,0,A,0,,25,70
3,0,2,A,2,,10,29
4,0,0,C,2,,10,29
4,3441,1,U,2,,10,43
4,0,2,C,2,,10,27
4,0,0,C,2,,10,23
4,1331,0,C,2,,10,24
2,0,0,C,2,,10,26
4,0,0,C,2,,10,22
2,1205,1,M,2,,10,27
3,0,0,A,0,,23,29
2,0,0,A,0,,21,47
2,0,0,A,0,,10,29
3,0,0,M,2,,10,32
2,1740,0,C,2,,10,25
2,0,0,A,0,,25,63
4,0,0,C,2,,10,42
2,0,2,M,0,,10,41
3,3400,3,D,2,,10,49
4,0,0,C,2,,21,4
4,0,0,U,2,,10,27
2,0,0,M,2,,10,29
3,0,0,M,2,,10,49
2,0,2,U,2,,10,31
2,0,0,C,2,,10,23
3,0,0,A,0,,23,68
4,1345,0,A,0,DA,21,29
4,990,1,C,2,,10,37
2,0,0,M,2,,10,63
3,1316,1,M,2,,10,59
2,0,0,C,2,,10,25
3,0,0,C,2,,10,27
3,0,0,C,2,,10,31
2,1830,0,C,2,,10,23
3,0,0,M,2,,10,30
4,1600,0,P,2,,10,26
2,0,0,C,2,,21,17
2,0,0,C,2,,10,24
2,0,0,U,0,,10,35
4,0,0,C,2,,10,26
2,0,0,A,0,,24,43
3,1500,1,M,0,,21,47
3,0,0,A,0,,25,50
3,0,2,M,2,,10,29
2,0,0,U,0,,10,25
2,1526,0,A,0,,21,61
2,0,0,C,2,,10,26
2,1550,0,P,2,,10,26
4,1630,0,P,2,,10,25
2,0,0,A,0,,25,69
2,0,0,A,0,,21,13
4,0,0,C,2,,10,38
4,0,0,P,2,,10,25
4,0,0,C,2,,21,8
2,0,0,C,2,,10,26
2,0,0,A,0,,25,38
3,0,1,M,2,,10,26
4,0,0,C,2,,21,18
2,0,0,C,2,,10,24
2,0,0,C,2,,10,34
2,2350,1,U,2,,10,22
2,0,0,A,0,,21,50
2,0,0,A,0,,21,46
3,700,2,B,0,,21,38
3,1495,1,C,2,,10,23
2,0,0,C,2,,10,33
